_id,objectType,broadPeriod,description,inscription,mintName,district,parish,lat,lng,fromDate,toDate,imageURL,discoveryMethod,subsequently
ObjectId(57da611885c5eb0da62cb45e),ARCHITECTURAL FRAGMENT,MODERN,"Complete large moulded white clay pipe thought to be part of a furnace, filtration system or similar.  The pipe consists of a rounded 90 degree bend reminiscent of a very large clay tobacco pipe bowl.  It has a pierced wire dish (?mesh) set into the base of the mouth.



The diameter opening of the mesh end is 27.7mm and the opposite end is smaller at 19.5mm.  It is very lightweight for the size at 304g.



No parallel has been found for this item which is thought to be connected to some form of industrial activity.  Dated provisionally as c.1800-1950.",,,City of Derby,,,,1800,,https://finds.org.uk/images/cburrill2/medium/E7448_LargeClayPipe_Close_Up.jpg,Gardening,Returned to finder
ObjectId(57da611885c5eb0da62cb45f),BULLA,MEDIEVAL,"A medieval lead papal bulla of Pope Gregory IXth (AD 1227-1241). The object is sub-circular, with a small flattening at the bottom at the point at which the cord would have emerged having travelled vertically through the bull from the top in an internal pipe, now filled with corrosion product. This pipe is indicated by a raised line on the reverse. The obverse bears the inscription GRE/GORIVS./PP.VIIII. in three lines, within a pelleted border (omega above the 'P's; V for U). The 'PP' stands for 'Pastor Pastorum', translated as 'shepherd of the shepherds'.



The reverse bears the conventional stamped busts of Saints Peter and Paul both within drop-shaped pelleted borders, possibly haloes, which join to the outer pelleted border. On the left, St Paul's beard is portrayed as being long, straight and pointed, whilst his hair is straight and swept back. On the right, Peter looks left with his more rounded hair and beard both formed of pellets. Between the two is a cross with a long shaft. Above is the inscription: 'SPA [S]PE' (abbreviations for St Paul and St Peter).



The bulla is 37.3mm long by 37.6mm across, 5.2mm thick and weighs 43.97g.



The bulla has some indents and grooves from post depositional damage. Dr Tim Pestell notes of NMS-155876 that ""The bull is typical for those of Gregory IX in having an edge to the flan extending beyond the pelleted outer border on both the obverse and reverse."" This example is from a different die to NMS-155876 as it lacks the horizontal line under SPA. Bullae of Gregory IX account for at least 22 out of 347 examples of bulla currently on the PAS database.",,,Wiltshire,,,,1227,,https://finds.org.uk/images/elburnett/medium/SOM-82B474.JPG,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb460),VESSEL,UNKNOWN,"Copper alloy Vessel fragment. Concavo-convex cast fragment from a pouring spout or lip of a vessel. The outside bears remains of a stepped surface, possibly close to one end and presumably part of a decorative scheme. The thickness of the object tends to rule out an identification as a shard from piping, and its surface is bubbled, suggesting exposure to intense heat. Suggested date: Unknown, Roman to Post-Medieval, 43-1650.



Length: 27.5mm, Width: 19.6mm, Thickness: c.3.4mm, Weight: 8.13gms.",,,East Lindsey,,,,43,,https://finds.org.uk/images/mforeman/medium/NLM26123.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb461),PIPE (SMOKING),POST MEDIEVAL,"A collection of ceramic tobacco pipe fragments including many stems and bowls including glazed examples, a pipe bowl decorated with a face and stems with decoration or lettering. Dated broadly as Post Medieval to Modern.



The attached photographs depict the extent and condition of the material which was recovered with a selection of multi-period ceramic vessel sherds from an area of land now used as an allotment but previously forming part of an old parkland and settlement area attached to a local manor house.",,,Bassetlaw,,,,,,https://finds.org.uk/images/cburrill2/medium/Pipes_w_glazing_or_decoration.jpg,Gardening,Returned to finder
ObjectId(57da611885c5eb0da62cb462),FINGER RING,POST MEDIEVAL,A cast copper alloy post medieval finger ring with a seal bezel and an integral pipe tamper extension (the latter now missing). The seal itself bears the reversed initials RI between decorative sprigs.,,,Guildford,Worplesdon,51.27706795,-0.6250687,1600,,https://finds.org.uk/images/dwilliams/medium/14-954.JPG,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb463),TOY,POST MEDIEVAL,"A large post medieval cast copper alloy composite possible pipe tamper with moving parts. This object is not certainly a tobacco pipe tamper as the lower projection has a rectangular section; pipe tampers tend to be rounded or oval. The object depicts a bawdy representation of a copulating couple who stand facing each other. The couple stand on a base from which projects a handle. Both partners are depicted in a somewhat naive and un-naturalistic fashion; the lower limbs of the male in particular are out of proportion to the torso, and the head is tiny in comparison to the remainder of the body. Two pairs of jointed arms, each forming a V, join the figures together. Each pair of arms is fixed to a round-section pin both of which run through the shoulders of both male and female. The couple stand on a flat rectangular platform which is decorated with incised crosses. Beneath the platform projects an integral narrowing plain column of rectangular section. At the base of this column is a wider, slightly tapering, element of rectangular section. There is an incised cross on each side of the latter and the lower face is also decorated, but with an incised grid of lines.



The female stands on the rectangular base, part of which has been rebated and then infilled with a separate square of metal to accommodate her. This infilling does not appear to be a repair as the incised lines cover the infilled plate. Between the female and this infilling is a second separate square plate, evidently provided to raise her further and from which a pin projects to keep the female figure in position (the female was loose when found, enabling this pin to be seen). The base of this pin can also be seen on the lower face of the platform on which she stands.



The female figure is predominantly rectangular in section, with rounded corners. She stands wearing a floor length dress which is drawn back to expose the lower part of the body below the waist. Her legs are divided by a wide tapering groove at the apex of which is a round hole which represents the vagina (and which is now plugged with a fragment of metal). Around the 'vagina' is an area of very thin curving lines intended to represent pubic hair. Transverse lines cross both knees and insteps. The folds of her pulled back dress are represented by four continuous wavy grooves which run down both sides of the body and across the torso. On her back is a series of ten deep and wide grooves; what these may represent is unclear. The upper part of the torso is left largely plain apart from a pair of incised grooves which run under the breasts to meet in a V on the back. The breasts are depicted as small, but prominent and pointed. Facial features comprise a single groove for the mouth and a pair of drilled pits for the eyes. The head itself is noticeably narrow. She wears a head covering which comprises a plain encircling band above which is a rounded form with three diagonal grooves. The 'hat' terminates in a rounded projection above the forehead.



The male figure comprises two separate main elements; the upper body element is attached into a deep fissure in the lower element by means of a separate pin. The lower part of the body (the legs below the waist) passes though a rectangular cut out on the platform on which the female stands and is fixed in position by means of a separate rivet which passes through his legs above the ankles and through the platform on either side. No attempt has been made to show separate legs. The male's booted feet with high heels project below the platform, giving the impression of this figure hanging in mid-air and this position results in the head of the male being positioned below the head of the female, although his body is in reality considerably longer. An encircling pair of wide collars at thigh height appears to represent the cuffs of thigh-length leather boots. There is a further group of four grooves on the sides of the legs, and a series of nine transverse grooves runs down the back of the legs, the lowest indicating a separate heel on the boots.



The upper part of the body terminates in a rounded rebated extension which fits into the lower element. He wears what appears to be a short waist length jacket; grooves represent the lines of the sloping collar and buttoned join, while another groove runs just above the coat's lower edge but does not continue to the front. Little of the man's head can be seen below a wide-brimmed cylindrical hat. As with the female, eyes and mouth are shown by drilled pits and a groove.



From a socket below the man's waist projects a separate rod which represents the man's erect penis. While the articulating waist and ankles are presently locked in position the figure of the male was clearly intended to rock back and forth to imitate sexual intercourse.



This object is not certainly a tobacco pipe tamper as the lower projection has a rectangular section; pipe tampers tend to be rounded or oval. A French origin has been suggested (Bernd Becker, pers. comm.). This object falls within a range of other bawdy objects, mainly pipe tampers, which were no doubt used to titillate and amuse.",,,Wokingham,Swallowfield,51.38835738,-0.95228708,1600,,https://finds.org.uk/images/dwilliams/medium/B14-291.JPG,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb464),SPOON,POST MEDIEVAL,"Part of a cast copper alloy artefact, probably a seal-top spoon of post-Medieval date, about AD 1525 - 1675. The fragment consists of the knop which is a flat, expanded disc, beneath which is a double collar, a narrow waist, and then an inverted pear-shaped moulding. The remainder of the handle and the bowl of the spoon has broken away and is missing. The artefact has a dark brown patina. It is 30.9mm long and 12.5mm in diameter around the base. It weighs 7.31gm. It could also be interpreted as a pipe tamper.



Homer, in Five Centuries of Base Metal Spoons (1975), categorises this type of spoon as seal top, baluster type.



SOM-1E18D6 is a similar example and naotes that: ""This type of spoon knop was common from the mid-16th to the mid-17th century. Moore (1999, 5) attributes their contemporary popularity to the fact that the owner's and donor's initials could be pricked or engraved onto the disc. Moore (1999, 5) also highlights the fact that such knops were cast separately and then soldered to the handle.""",,,Selby,Colton,53.89846908,-1.19491394,1525,,https://finds.org.uk/images/acooper/medium/PAS_2191_knop.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb465),PIPE TAMPER,POST MEDIEVAL,"A complete copper-alloy pipe tamper of the post-medieval period. The pipe tamper depicts an erotic scene, a couple engaged in sexual intercourse with the female partially seated and the male standing in front of her. The base of the tamper is a fluted column with pedestal base.



A very similar example to this tamper is illustrated in Murawski (2003, 605; P99-0109), although it is unprovenanced and undated. Bailey (1995, 64) also refers to erotic tampers. Bawdy scenes were important features of eighteenth-century popular art, literature, and material culture, and it is this tradition into which these tampers fit. A closely dated, complete parallel comes from the wreck of the Colossus, which sank in 1798. Similar examples recorded on this database, including (LANCUM-F58134) and a fragmentary piece from Northamptonshire (NARC-B2B1B7).",,,West Berkshire,Stanford Dingley,51.4351403,-1.18139612,1700,,https://finds.org.uk/images/abyard/medium/2014283.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb466),CLAY PIPE (SMOKING),POST MEDIEVAL,"An incomplete moulded clay tobacco pipe, of Post Medieval dating (17th to 18th Centuries AD).



The clay tobacco pipe has been moulded from a white pipeclay.



The pipe fragment consists of a complete bowl, spurred foot and start of the stem. The bowl is undecorated and there appears to be no makers mark. The rim of the bowl is plain.



The clay pipe measures 45.16 mm high, with a maximum diameter 23.8 mm. It has a surviving length of 36.6 mm. The wall of the clay pipe bowl is 3.7 mm thick. The internal diameter of the bore through the stem measures 2.07 mm, the internal diameter of the bowl measures 16.24 mm. It weighs 12.2 grams.



The style of the bowl is similar to that of an Oswald Type 7, which is consistent with a date of AD 1660 to AD 1680.



Reference:

Oswald, A. 1975 Clay Pipes for the Archaeologist. British Archaeological Reports 14, Oxford.",,,Walsall,Aldridge Central and South,52.58878072,-1.92763016,1660,,https://finds.org.uk/images/hglenn/medium/WMID-B5451A.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb467),CLAY PIPE (SMOKING),POST MEDIEVAL,"An incomplete Post Medeival clay pipe of probable c. AD 1600-1640 date. The pipe has a rounded bowl with a worn rim and rounded spur. The stem has been broken away by an old break. Stem thickness 11.3mm, bowl diameter 19.5mm, lenght 41.8mm, 11.45 grams.",,,Greenwich,Greenwich West,51.48412374,-0.01394376,1600,,https://finds.org.uk/images/jjackson/medium/KENT-A1DE42.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb468),CLAY PIPE (SMOKING),POST MEDIEVAL,"An incomplete Post Medeival clay pipe of probable c. AD 1660-1680 date. The pipe has a rounded bowl with a decorated rim and rounded spur. The stem has been completely broken away by an old break. Bowl diamter 8.1mm, length 33.8mm, 7,48 grams.",,,Tower Hamlets,St. Katharine's and Wapping,51.50305749,-0.07075664,1660,,https://finds.org.uk/images/jjackson/medium/KENT-A15021.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb469),PIPE TAMPER,POST MEDIEVAL,"A copper-alloy pipe tamper for a clay tobacco pipe dating from the 17th century. The basic design is a round coin or medallion like disc on its side, atop a narrow baluster style cylinder which terminates in the flat tamping face. The disc is decorated on both sides with faces, one much clearer than the other. The clearer face can be viewed from two seperate angles, depicting a cardinal one way up, and a jester or devil figure the other way up. The design is intended to satirise the papacy. The opposite face of the disc is more corroded. A bearded face with a clear eye can be seen, but it is not identifiable and it is not clear whther it can be viewed both ways up. There are traces of a legend on both faces, but they are not legible. Two similar pipe tampers have been recorded on the database: SUR-0101B2 and BERK-4181F5, which though having different designs, are both clearly of the same school of thought. BERK-4181F5 also refers to ""A similar example, with inscription, is recorded with Winchester Museums Service and recorded as 17th century and of Dutch origin.""  The tamper is 69.8mm long, 31.5mm wide and 10.3mm thick. 21.77g. The metal has a dark brown patina.",,,Craven,Stainforth,54.09853982,-2.29202926,1600,,https://finds.org.uk/images/acooper/medium/PAS_2361_pip_tamperjpg.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb46a),DISH,POST MEDIEVAL,"A post medieval ceramic sherd from a Border ware heart-shaped dish probably dating to the 1660s. This sherd includes part of the rim and comes from the section of the dish between the two lobes of the heart. The rim is flat and it is decorated with stamped transverse lines. There is also a horizontal groove on the inner surface approximately 10mm below the rim. The height of the dish is 59.74mm. The fabric is buff and there is an even green glaze covering all surfaces.



A very similar heart-shaped dish in Border ware was excavated from a site at Chaucer House, London (CH75 context 17), the other contents of the pit including Border ware, tin-glazed earthernware and tobacco pipes providing the 1660s date (pers comm Roy Stephenson).



Dimensions: height:59.74mm; weight: 33.30mm",,,City and County of the City of London,Dowgate,51.5035277,-0.09955492,1660,,https://finds.org.uk/images/ksumnall/medium/HeartDish-Dec13.jpg,Other chance find,Returned to finder
ObjectId(57da611885c5eb0da62cb46b),MOUNT,UNKNOWN,"Copper alloy decorative mount of uncertain date, possibly post medieval, c. 16th or 17th century



The mount is of open-work zoomorphic form, cast in the round and is incomplete (with a surviving length of 33.6mm, a maximum thickness of 4.7mm and a weight of 7.4g). The mount depicts a long-necked bird, possibly standing in a nest at the base of the mount. The bird has its head within the nest and may be feeding its young and a downwards-turned tail (giving a maximum width of 22.0mm). Incised linear grooves defined the detail of the nest and bird's wings but corrosion and wear has removed much of the detail.  One side has considerably more applied decoration than the other and it appears that the mount was only intended to be seen from one side. At the apex is a rod, probably truncated with ribbed decoration near its base. The surface has a dark-green patina, which has been lost on some surface areas.





It is possible that the bird is a handle from an uncertain artefact, possibly a pipe-tamper or similar.",,,Torfaen,,51.69411295,-3.04308667,,,https://finds.org.uk/images/wenkedomscheit/medium/2013.145.1jpg.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb46c),PIPE (SMOKING),POST MEDIEVAL,"Two incomplete Post Medieval (of probable 17th Century date) moulded clay tobacco pipes.  Both of the pipes have been moulded from white pipe clay and are undecorated.  They consist of a complete bowl (circular in cross section) with a spurred foot at the base where the straight stem turns at a approx.145o angle. The stems have an internal bore and are terminate at an historic break

There appears to be a maker's mark 'u' on the foot of the smaller pipe (pipe b.).

Pipe a.: Stem diameter 9.99mm, surviving length 95.11mm, internal bore diameter 2.29mm

Bowl maximum diameter 20.61mm, height 35.03mm, wall thickness 2.49mm

Foot diameter 8.14mm

Weight 26.53g.



Pipe b.: Stem diameter 8.7mm, surviving length 75.93mm, internal bore diameter 2.42mm

Bowl maximum diameter 21.65mm, height 34.41mm, wall thickness 2.48mm

Foot diameter 8.42mm

Weight 26.53g.",,,Tower Hamlets,,,,1500,,https://finds.org.uk/images/smokedkelpie/medium/45dfc6.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb46d),ROD,POST MEDIEVAL,"An unidentified object comprising a solid bar of iron or steel, hollow at one end or affixed to the, apparently shaped, remains of a section of pipe. There is a patch of brass visible welded on to this end of the bar and at the other are concretions of material, either rust or, perhaps more likely, mineralised wood.",,,Conwy,Llannefydd,53.20881346,-3.48380361,,,https://finds.org.uk/images/amccullough/medium/3813-0008.JPG,Agricultural or drainage work,Returned to finder
ObjectId(57da611885c5eb0da62cb46e),PIPE (SMOKING),POST MEDIEVAL,"An incomplete Post Medieval (of probable 17th Century) moulded clay tobacco pipe. The clay tobacco pipe has been moulded from a white pipe-clay, the fragment consists of a complete sub-circular bowl with a spurred foot at the base where the stem turns at a approx.145o angle. The bowl is undecorated and there appears to be a makers mark 'B'. The rim of the bowl is plain and worn. The stem has been broken by an old break.

Stem diameter 9.04mm, surviving length 55.56mm, internal bore diameter 2.63mm

Bowl maximum diameter 21.57mm, height 36.6mm, wall thickness 2.30mm (average)

Foot diameter 8.7mm

Weight 18.74g.",,,Tower Hamlets,,,,1500,,https://finds.org.uk/images/smokedkelpie/medium/459747.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb46f),PIPE (SMOKING),POST MEDIEVAL,"An incomplete Post Medieval (of probable 17th Century date) moulded clay tobacco pipe. The clay tobacco pipe has been moulded from a white pipe-clay, the fragment consists of a complete sub-circular bowl with a spurred foot at the base where the stem turns at a approx.145o angle. The bowl is undecorated and there appears to be no makers mark. The rim of the bowl is plain and worn. The stem has been broken by an old break.

Stem diameter 10.27mm, surviving length 53.16mm, internal bore diameter 1.94mm

Bowl maximum diameter 19.91mm, height 45.60mm, wall thickness 2.27mm

Foot diameter 6.93mm

Weight 16.26g.",,,Tower Hamlets,,,,1500,,https://finds.org.uk/images/smokedkelpie/medium/4534cb.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb470),CLAY PIPE (SMOKING),POST MEDIEVAL,"An incomplete moulded clay tobacco pipe, of Post Medieval date (17th century). It has been moulded from a white pipeclay.



The pipe fragment consists of an almost complete bowl, with just a chip in the rim, the foot and start of the stem. No maker's marks are present on the foot, bowl or stem. A line of rouletting is present close to the rim of the bowl. The whole pipe is made from fairly soft clay which is somewhat worn, perhaps water worn. The bowl is similar to examples on page 5 of Ayto's ""Clay Tobacco Pipes"" (2002) which suggests a 17th century date. This is broadly similar to another pipe on the database, WMID-B54FB7 which is classified as an Oswald type 6 (Oswald, 1975, 37), which typically dates from about AD 1640 to c. AD 1660.



The clay pipe measures 29.1mm high, with a maximum diameter 18 mm. It has a surviving length of 37.9 mm. The wall of the clay pipe bowl is 4.1 mm thick. The internal diameter of the bore through the stem measures 2.6 mm and the external diameter of the stem is 10.5mm. It weighs 7.09 grams.",,,Calderdale,Heptonstall,53.78426068,-2.12289524,1600,,https://finds.org.uk/images/acooper/medium/PAS_2359_Pipe_2.jpg,Fieldwalking,Returned to finder
ObjectId(57da611885c5eb0da62cb471),CLAY PIPE (SMOKING),POST MEDIEVAL,"An incomplete moulded clay tobacco pipe, of Post Medieval date (17th century). It has been moulded from a white pipeclay.



The pipe fragment consists of a complete bowl, foot and start of the stem. No maker's marks are present on the foot, bowl or stem. A line of rouletting is present close to the rim of the bowl. The bowl is similar to an example on page 5 of Ayto's ""Clay Tobacco Pipes"" (2002) which suggests a date of 1660 - 1680. This is broadly similar to another pipe on the datbase, WMID-B54FB7 which is classified as an Oswald type 6 (Oswald, 1975, 37), which typically dates from about AD 1640 to c. AD 1660.



The clay pipe measures 29.6mm high, with a maximum diameter 18.3 mm. It has a surviving length of 44.2 mm. The wall of the clay pipe bowl is 3.3 mm thick. The internal diameter of the bore through the stem measures 2.6 mm and the external diameter of the stem is 9.6mm. It weighs 9.55 grams.",,,Calderdale,Heptonstall,53.78426068,-2.12289524,1640,,https://finds.org.uk/images/acooper/medium/PAS_2359_Pipe_1.jpg,Fieldwalking,Returned to finder
ObjectId(57da611885c5eb0da62cb472),PIPE TAMPER,MODERN,A copper-alloy pipe tamper of modern date. It has a rectangular terminal end with a circular section with two collars at the top. Above this is a cast figure of St George slaying the dragon with a spear. St George is dressed in armour with a pointed helmet and the dragon is coiled at his feet.,,,West Lindsey,,,,1800,,https://finds.org.uk/images/justineemma/medium/bardney dairies pipe tamper.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb473),FIREARM,POST MEDIEVAL,"A fragment from a copper alloy ramrod holder, also called an end-piece or tail-pipe of post-medieval date, c. 17th to mid 18th century. The fragment consists of part of the circular tube and has a cut-away projection with narrow point at one end, being the skirt of the ramrod pipe. There are several similar objects on the PAS database, such as SUR-5F0664, KENT-0CC102, DENO-ED8501 and SF7423. They would have been used together with a second or even third tube to hold the ramrod of a gun (e.g. a musket or pistol) when it was not in use.",,,West Berkshire,Great Shefford,51.47269405,-1.45428224,1600,,https://finds.org.uk/images/abyard/medium/20131094.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb474),PIPE TAMPER,POST MEDIEVAL,"A cast copper alloy zoomorphic pipe tamper of post medieval date (c. AD 1650-1800). The terminal is in the form of a monkey shown in a seated position with thumb in mouth. The face is stylised with large eyes situated close to the mouth. Two stub like triangular wedge shaped ears extend from the upper edge of the head. The monkey's left arm is raised to the head, and its thumb is inserted (being sucked) into its mouth; the right paw is placed on the right leg / knee. The body of the monkey is decorated with a series of diagonal lentoid pellets positioned on each side to show ribs. The monkey is seated on a sub-circular pedestal from the underside of which the stem expands. The stem has an irregular faceted hexagonal section that expands along its length. At the base is a turned / cast reel like moulding that expands to a circular base that was used to tamp a pipe. The tamper is a dark-green-black colour with a polished relatively well preserved surface patina. In places this patina is lost and a light brown corrosion product is present. A very similar (but incomplete) pipe tamper can be seen on the PAS database from Burghfield, West Berkshire (SUR-87A6C5).

The pipe tamper measures 53.1mm high. The monkey and pedestal is 6.0mm high, 17.4mm width and 7.3mm thick. The stem is 25.4 mm high, 3.5mm width at the narrowest part. The tamper base measures 9.9mm in length and 8.8mm in width. It weighs 12.3 grams.",,,,,,,1650,,https://finds.org.uk/images/vickyallnatt/medium/HESHC71A7A.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb475),CLAY PIPE (SMOKING),POST MEDIEVAL,"An incomplete moulded clay tobacco pipe, of Post Medieval dating (17th to 18th Centuries AD).



The clay tobacco pipe has been moulded from a white pipeclay.



The pipe fragment consists of a complete bowl, foot and start of the stem. No maker's marks are present on the foot, bowl or stem.  A line of rouletting is present close to the rim of the bowl. The bowl is similar to an Oswald type 6 (Oswald, 1975, 37), which typically dates from c. AD 1640 to c. AD 1660.



The clay pipe measures 35.7 mm high, with a maximum diameter 16.5 mm. It has a surviving length of 32.3 mm. The wall of the clay pipe bowl is 2.3 mm thick. The internal diameter of the bore through the stem measures 3.1 mm. It weighs 9.2 grams.



Reference:

Oswald, A. 1975 Clay Pipes for the Archaeologist. British Archaeological Reports 14, Oxford.",,,City of Stoke-on-Trent,Hanford and Trentham,52.96617606,-2.20989022,1640,,https://finds.org.uk/images/tgilmore/medium/WMID-B54FB7.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb476),PIPE TAMPER,POST MEDIEVAL,"A cast copper alloy anthromorphic  pipe tamper in the shape of a high heeled and booted leg; it is difficult to tell the sex of the leg - although it has a shapely calve. The tamper is irregular in shape and section being broadly L shaped. At the top of the thigh is a raised circumferential ridge (possibly meant to depict a garter); the tamper end is itself cross hatched with a lozenge / diamond shaped pattern - at its centre is an incised mark - possibly a quartered circle. It is possible that this also worked as a seal matrix or that its primary function was as a seal matrix. The tamper has a mid- green colour ed well formed polished surface patina. Similar shaped tampers are recorded on the database - specifically examples from Thorpe Audlin, Wakefield (SWYOR-70D187) and Sleaford, Lincolnshire (PUBLIC-E42026). These are typically dated to the period  AD 1700-1900.





The tamper measures: 49.3mm high, 40.8mm width; the tamper end is 12.8mm in diameter; it weighs: XXX grams.",,,Shropshire,,,,1700,,https://finds.org.uk/images/preavill/medium/HESH-5F0E43.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb477),TOY,POST MEDIEVAL,"An incomplete Post Medieval copper alloy toy musket, dating AD 1600-1640. This is a type 1, design 2 toy musket (Forsyth and Egan, 2005, 91). It is solidly cast, consisting of a fishtail butt, cylindrical barrel with three facets on the top, an open circular pan and a rectangular trigger guard. On the upper side of the musket, there is a ridge at the breech, curving around the open pan. Along the side of the barrel, next to the pan, is a pronounced semi-circular ridge. Half-way along the upper barrel are two pairs of transverse grooves, leaving a gap in the decoration. There is a muzzle ring formed of an engraved line. On the underside, there is another transverse groove near the muzzle, with a further two at the end of the stock. The two sets of engraving underneath are located next to ridges that mark the main body of the barrel. Forsyth and Egan note that these lower engravings may represent ramrod pipes (ibid.).



The stock is decorated with punched ring and dot motifs; three on either side of the butt, three along the stock and one underneath, just before the trigger guard. The top of the barrel is decorated with a wavy line running down the centre and scrolling decoration on the facets either side. The section between the sets of engraved lines is blank. The decoration has been formed using a circular stamp. The identical decoration is found in Egan and Forsyth (ibid.), dating the object to AD 1600-1640.



Dimensions: length: 93.37 mm; width: 30.02 mm; thickness at stock: 10.94 mm; diameter of muzzle: 8.01 mm; weight: 34g.



Reference: Forsyth, H. and Egan, G. 2005.  Toys, Trifles and Trinkets.  Base Metal Miniatures from London 1200 to 1800.  Unicorn Press, London.",,,Tower Hamlets,St. Katharine's and Wapping,51.50329348,-0.08515568,1600,,https://finds.org.uk/images/paitesb123/medium/ToyMusket-Nov14.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb478),CLAY PIPE (SMOKING),POST MEDIEVAL,"An incomplete moulded clay tobacco pipe, of Post Medieval dating (17th to 18th Centuries AD).



The clay tobacco pipe has been moulded from a white pipeclay.



The pipe fragment consists of an incomplete bowl, foot and start of the stem. No maker's marks are present on the foot, bowl or stem. The rim of the bowl is incomplete. A line of rouletting is present close to the rim of the bowl. The bowl is similar to an Oswald type 11 (Oswald, 1975, 37), which typically dates from c. AD 1730 to c. AD 1760.



The clay pipe measures 35.0 mm high, with a maximum diameter 18.3 mm. It has a surviving length of 34.0 mm. The wall of the clay pipe bowl is 2.5 mm thick. The internal diameter of the bore through the stem measures 2.1 mm It weighs 7.9 grams.



Reference:

Oswald, A. 1975 Clay Pipes for the Archaeologist. British Archaeological Reports 14, Oxford.",,,Bromsgrove,Finstall,52.31010369,-2.04542513,1730,,https://finds.org.uk/images/tgilmore/medium/WMID-0A73F6.jpg,Chance find during metal detecting,Returned to finder
ObjectId(57da611885c5eb0da62cb479),CLAY PIPE (SMOKING),POST MEDIEVAL,"An incomplete moulded clay tobacco pipe, of the Post Medieval period, dating to AD 1600 - AD 1800.



The clay tobacco pipe has been moulded from a white pipeclay.



The pipe fragment consists of a complete bowl. There is evidence of a horizontal line of dots just underneath the rim of the bowl. The rim of the bowl has been damaged slightly at the top. The tailed heel is incomplete, with a complete maker's mark remaining. The maker's mark was originally a square shape, with three lines of text, reading MICH/BRO/WNE.



The clay pipe measures 48.8 mm high, with a maximum diameter of 22.2 mm. The wall of the clay pipe bowl is 4.93 mm thick. It weighs 14.3 grams.



Abrasion caused by movement whilst in the plough soil may have resulted in the loss of some of the original surface detail.



The maker's mark indicates that it was made by Michael Browne. A pipemaker of this name was known to be working in the Much Wenlock area, with a similar style cartouche. Another clay pipe bearing this maker's mark has been recorded on the PAS database as HESH-FEBD86.",,,Birmingham,Sutton Trinity,52.56168068,-1.80966306,1600,,https://finds.org.uk/images/hglenn/medium/WMID-8CF48B.jpg,Gardening,Returned to finder
ObjectId(57da611885c5eb0da62cb47a),CLAY PIPE (SMOKING),POST MEDIEVAL,"An incomplete Post Medieval (of probable c. AD 1600-1680 date) moulded clay tobacco pipe. The clay tobacco pipe has been moulded from a white pipeclay, the fragment consists of a complete bowl with a spurred foot at the start of the stem. The bowl is undecorated and there appears to be no makers mark. The rim of the bowl is plain. The stem has been broken away by an old break.

The style of the bowl is similar to that of an Oswald Type 7, which is consistent with a date of AD 1660 to AD 1680.

Stem diameter 110.4mm, surviving length 80.2mm, internal diameter of bore through stem 0.29mm. Bowl maximum diameter 17mm, height 35mm, wall thickness 2.37mm. Weight 25.46g.

Similar to KENT-9D895B and WMID-B5451A.

Reference:
Oswald, A. 1975 Clay Pipes for the Archaeologist. British Archaeological Reports 14, Oxford.",,,Tower Hamlets,,,,1500,,https://finds.org.uk/images/smokedkelpie/medium/8c67d6.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb47b),PIPE TAMPER,POST MEDIEVAL,"Copper alloy possible Pipe Tamper, as kindly identified by the finder. Cast round section rod with a medial collar and expanded at one end; the other end is flat. The object is perhaps a little plain and massy for the purpose proposed, though it could have been used in this way. Suggested date: Post-Medieval, 1800-1900.



Length: 59.1mm, Diameter (at terminal): 15.6mm, Weight: 27.01gms.",,,West Lindsey,,,,1800,,https://finds.org.uk/images/mforeman/medium/NLM26645.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb47c),PIPE TAMPER,POST MEDIEVAL,A cast copper alloy tobacco pipe tamper in the form of a giraffe's head and neck. Above the circular face of the tamper is a gorup of 3 rounded collars which form the base of the neck.,,,Mole Valley,Charlwood,51.1642469,-0.25656181,1800,,https://finds.org.uk/images/margaretb/medium/14-1232.JPG,Metal detector,Returned to finder
